DoctorKey,DoctorID,FirstName,LastName,FullName,Gender,Specialization,Qualification,ExperienceYears,DepartmentKey,HospitalKey,ConsultationFee,IsActive
528,DOC0528,Sherri,Anderson,Dr. Sherri Anderson,Male,Dermatology,MD,19,14,9,509,True
529,DOC0529,Shawn,Snyder,Dr. Shawn Snyder,Female,Cardiology,MCh,33,12,3,331,True
530,DOC0530,William,Delacruz,Dr. William Delacruz,Female,Ophthalmology,DM,30,8,4,542,True
531,DOC0531,Mary,Jones,Dr. Mary Jones,Male,Nephrology,MS,34,19,5,171,True
532,DOC0532,Candace,Ferrell,Dr. Candace Ferrell,Female,Neurology,FRCS,15,19,11,671,True
533,DOC0533,Lindsay,Williams,Dr. Lindsay Williams,Male,Emergency,DM,11,4,5,365,True
534,DOC0534,Angela,Mullins,Dr. Angela Mullins,Female,Cardiology,DO,17,13,13,365,True
535,DOC0535,Samuel,Buchanan,Dr. Samuel Buchanan,Male,ICU,FRCS,22,20,6,652,True
536,DOC0536,Lindsay,Clay,Dr. Lindsay Clay,Male,Cardiology,DO,14,10,2,461,True
537,DOC0537,Jeffrey,Delacruz,Dr. Jeffrey Delacruz,Female,Psychiatry,MS,18,1,2,51,True
538,DOC0538,Candace,Pena,Dr. Candace Pena,Male,Gastroenterology,MRCP,6,3,7,483,True
539,DOC0539,Elizabeth,Hanson,Dr. Elizabeth Hanson,Female,Pulmonology,MS,23,14,7,534,True
540,DOC0540,Kaitlyn,Ortiz,Dr. Kaitlyn Ortiz,Male,Ophthalmology,MS,28,19,12,284,True
541,DOC0541,Lance,Sullivan,Dr. Lance Sullivan,Female,ENT,MRCP,21,3,8,185,True
542,DOC0542,Nathaniel,Russell,Dr. Nathaniel Russell,Female,Orthopedics,DM,35,11,3,90,True
543,DOC0543,Thomas,Morales,Dr. Thomas Morales,Male,Cardiology,DO,39,10,4,684,True
544,DOC0544,Thomas,Baker,Dr. Thomas Baker,Female,Orthopedics,MBBS,36,6,9,53,True
545,DOC0545,Lisa,Keller,Dr. Lisa Keller,Male,Nephrology,DO,4,13,6,487,True
546,DOC0546,Michelle,Francis,Dr. Michelle Francis,Male,Pulmonology,MRCP,35,18,11,677,True
547,DOC0547,Anna,Carroll,Dr. Anna Carroll,Male,Neurology,FRCS,14,5,14,314,True
548,DOC0548,Michael,Smith,Dr. Michael Smith,Female,Pediatrics,PhD,18,2,6,200,True
549,DOC0549,Natalie,Maldonado,Dr. Natalie Maldonado,Female,Gastroenterology,MRCP,17,8,9,586,False
550,DOC0550,Logan,Brown,Dr. Logan Brown,Female,Endocrinology,MS,12,7,13,522,True
551,DOC0551,Brittany,Robinson,Dr. Brittany Robinson,Female,Radiology,DM,35,15,4,61,True
552,DOC0552,Rebecca,Mitchell,Dr. Rebecca Mitchell,Female,Rheumatology,MBBS,25,11,8,482,True
553,DOC0553,Mary,Donaldson,Dr. Mary Donaldson,Male,ICU,DO,38,1,5,50,True
554,DOC0554,Billy,Adams,Dr. Billy Adams,Female,Psychiatry,FRCS,38,7,10,349,True
555,DOC0555,Taylor,Gallegos,Dr. Taylor Gallegos,Female,Dermatology,FRCS,17,15,12,278,True
556,DOC0556,Michael,Olsen,Dr. Michael Olsen,Male,ENT,FRCS,29,10,3,675,True
557,DOC0557,Jimmy,Cooper,Dr. Jimmy Cooper,Female,Endocrinology,MD,20,12,3,782,True
558,DOC0558,Kerri,Dean,Dr. Kerri Dean,Male,Gastroenterology,DO,20,6,1,573,True
559,DOC0559,Dawn,Barajas,Dr. Dawn Barajas,Male,Obstetrics,FRCS,29,7,1,600,True
560,DOC0560,Angela,Sanchez,Dr. Angela Sanchez,Male,Ophthalmology,MS,27,3,1,67,True
561,DOC0561,Evelyn,Bass,Dr. Evelyn Bass,Male,Pulmonology,MCh,36,2,11,97,True
562,DOC0562,Michael,Perez,Dr. Michael Perez,Male,Oncology,FACC,31,1,14,632,True
563,DOC0563,Jessica,Miller,Dr. Jessica Miller,Female,ICU,MCh,25,13,7,371,False
564,DOC0564,Tiffany,Bishop,Dr. Tiffany Bishop,Female,Neurology,FRCS,36,4,14,430,True
565,DOC0565,Colleen,Christensen,Dr. Colleen Christensen,Male,Nephrology,PhD,4,12,11,568,True
566,DOC0566,Patrick,Baker,Dr. Patrick Baker,Male,Nephrology,DO,30,20,13,310,True
567,DOC0567,Charles,Smith,Dr. Charles Smith,Male,Pulmonology,DO,16,14,12,561,False
568,DOC0568,Samantha,Thomas,Dr. Samantha Thomas,Male,Neurology,DO,17,12,3,595,True
569,DOC0569,Maria,Lee,Dr. Maria Lee,Female,Dermatology,FRCS,31,3,8,230,True
570,DOC0570,William,Barber,Dr. William Barber,Male,ENT,FACC,11,10,8,564,True
571,DOC0571,Grant,Hayes,Dr. Grant Hayes,Female,Pediatrics,MS,35,18,10,177,True
572,DOC0572,Elizabeth,Holland,Dr. Elizabeth Holland,Female,Nephrology,FACC,20,8,12,282,True
573,DOC0573,Dylan,Li,Dr. Dylan Li,Female,ENT,DO,14,17,2,635,True
574,DOC0574,Linda,Kane,Dr. Linda Kane,Female,ICU,PhD,13,15,11,787,False
575,DOC0575,Matthew,Grimes,Dr. Matthew Grimes,Male,Gastroenterology,DM,17,6,13,98,True
576,DOC0576,Erik,Carter,Dr. Erik Carter,Female,Radiology,MCh,37,3,2,536,True
577,DOC0577,Bill,Washington,Dr. Bill Washington,Female,Nephrology,DO,5,1,7,477,True
578,DOC0578,Daniel,Rodriguez,Dr. Daniel Rodriguez,Female,Dermatology,DM,20,6,14,504,True
579,DOC0579,Amber,Hanson,Dr. Amber Hanson,Female,Urology,MS,33,7,1,640,True
580,DOC0580,Megan,Hooper,Dr. Megan Hooper,Female,Endocrinology,MRCP,19,14,3,102,True
581,DOC0581,Evan,Nguyen,Dr. Evan Nguyen,Non-binary,Endocrinology,MCh,23,12,13,604,True
582,DOC0582,Mary,Payne,Dr. Mary Payne,Male,Pediatrics,DO,14,10,3,259,True
583,DOC0583,Marissa,Smith,Dr. Marissa Smith,Female,Psychiatry,MBBS,6,15,11,165,True
584,DOC0584,Jennifer,Morris,Dr. Jennifer Morris,Female,Gastroenterology,MBBS,25,16,14,385,True
585,DOC0585,Karina,Jones,Dr. Karina Jones,Male,Rheumatology,MRCP,36,15,8,70,True
586,DOC0586,Jennifer,Garcia,Dr. Jennifer Garcia,Female,Nephrology,MD,21,18,8,522,True
587,DOC0587,Jimmy,Parker,Dr. Jimmy Parker,Male,ENT,FRCS,17,8,7,473,True
588,DOC0588,Paul,Thompson,Dr. Paul Thompson,Female,ICU,FACC,6,17,6,434,True
589,DOC0589,Janice,Sanders,Dr. Janice Sanders,Male,ICU,MCh,37,9,6,72,True
590,DOC0590,David,Cantu,Dr. David Cantu,Male,Endocrinology,MRCP,34,4,9,622,True
591,DOC0591,Brandon,Rodriguez,Dr. Brandon Rodriguez,Female,Pulmonology,MCh,36,3,14,76,True
592,DOC0592,Casey,Pollard,Dr. Casey Pollard,Male,Orthopedics,FACC,15,2,15,246,True
593,DOC0593,Matthew,Buchanan,Dr. Matthew Buchanan,Male,Pathology,MS,25,20,13,346,False
594,DOC0594,Dennis,Hernandez,Dr. Dennis Hernandez,Male,Dermatology,MCh,17,4,2,576,True
595,DOC0595,Caleb,Russell,Dr. Caleb Russell,Male,Psychiatry,DM,10,17,5,355,True
596,DOC0596,James,Hall,Dr. James Hall,Female,Pulmonology,FRCS,9,16,12,662,True
597,DOC0597,Tracey,Harrington,Dr. Tracey Harrington,Female,Obstetrics,MBBS,15,9,9,750,True
598,DOC0598,Tommy,Garcia,Dr. Tommy Garcia,Male,Orthopedics,MRCP,22,19,6,623,True
599,DOC0599,Olivia,French,Dr. Olivia French,Female,Endocrinology,MBBS,5,19,5,79,True
600,DOC0600,Amanda,Matthews,Dr. Amanda Matthews,Male,Obstetrics,DM,28,19,2,628,True
601,DOC0601,Scott,Little,Dr. Scott Little,Female,Cardiology,PhD,18,10,5,204,True
602,DOC0602,Linda,Lee,Dr. Linda Lee,Male,Emergency,MD,35,6,7,716,True
603,DOC0603,April,Cook,Dr. April Cook,Male,ENT,MCh,11,1,7,783,True
604,DOC0604,Daniel,Kramer,Dr. Daniel Kramer,Male,Orthopedics,FACC,3,17,9,113,True
605,DOC0605,Rebecca,Sheppard,Dr. Rebecca Sheppard,Female,Obstetrics,MRCP,13,18,5,123,True
606,DOC0606,Michelle,Bryan,Dr. Michelle Bryan,Male,Gastroenterology,MBBS,38,11,4,572,True
607,DOC0607,Kara,Grant,Dr. Kara Grant,Male,Neurology,PhD,13,2,14,157,True
608,DOC0608,Aaron,Foster,Dr. Aaron Foster,Female,Oncology,PhD,28,17,7,776,True
609,DOC0609,Franklin,Stone,Dr. Franklin Stone,Female,Rheumatology,MBBS,33,6,4,455,True
610,DOC0610,Lindsay,Baker,Dr. Lindsay Baker,Male,Pulmonology,DO,12,11,10,480,True
611,DOC0611,Danny,Carroll,Dr. Danny Carroll,Female,Pediatrics,PhD,26,14,9,695,True
612,DOC0612,Carol,Freeman,Dr. Carol Freeman,Female,Oncology,DO,8,3,9,212,True
613,DOC0613,Paul,Miller,Dr. Paul Miller,Male,Obstetrics,MS,15,2,4,466,True
614,DOC0614,Brett,Jimenez,Dr. Brett Jimenez,Female,Endocrinology,MS,12,2,11,799,True
615,DOC0615,Elizabeth,Hayes,Dr. Elizabeth Hayes,Male,Endocrinology,FRCS,27,20,3,66,True
616,DOC0616,Elizabeth,Fernandez,Dr. Elizabeth Fernandez,Female,Oncology,FRCS,35,20,13,181,True
617,DOC0617,Stanley,Crosby,Dr. Stanley Crosby,Male,Endocrinology,MD,10,9,7,159,True
618,DOC0618,Leslie,Sanchez,Dr. Leslie Sanchez,Female,ENT,MS,12,9,7,301,True
619,DOC0619,Daniel,Stone,Dr. Daniel Stone,Male,Pediatrics,PhD,33,9,6,147,True
620,DOC0620,Brandon,Roberts,Dr. Brandon Roberts,Male,Cardiology,MRCP,19,8,7,179,False
621,DOC0621,David,Bell,Dr. David Bell,Female,ICU,MS,21,11,10,689,True
622,DOC0622,Robert,Gilmore,Dr. Robert Gilmore,Male,Gastroenterology,MS,28,8,8,398,True
623,DOC0623,Anthony,Shea,Dr. Anthony Shea,Female,Psychiatry,MRCP,6,13,2,318,True
624,DOC0624,Brett,Snow,Dr. Brett Snow,Non-binary,Radiology,DO,35,8,9,364,True
625,DOC0625,Casey,Wilson,Dr. Casey Wilson,Female,Emergency,FACC,15,13,5,777,True
626,DOC0626,Angelica,Kennedy,Dr. Angelica Kennedy,Male,Pediatrics,FRCS,26,19,2,418,True
627,DOC0627,Benjamin,Olsen,Dr. Benjamin Olsen,Female,Pediatrics,FACC,17,5,13,401,True
628,DOC0628,Matthew,Walker,Dr. Matthew Walker,Male,Dermatology,MD,30,2,5,745,True
629,DOC0629,Evan,Greene,Dr. Evan Greene,Male,Orthopedics,MS,24,11,9,77,True
630,DOC0630,Christopher,Lindsey,Dr. Christopher Lindsey,Female,Ophthalmology,MS,7,3,3,408,True
631,DOC0631,Samantha,Estrada,Dr. Samantha Estrada,Female,Gastroenterology,MBBS,8,5,6,611,True
632,DOC0632,Barbara,Thompson,Dr. Barbara Thompson,Male,Rheumatology,FRCS,35,16,6,435,True
633,DOC0633,Frances,Hensley,Dr. Frances Hensley,Male,Gastroenterology,DO,21,9,3,701,True
634,DOC0634,Clarence,Foster,Dr. Clarence Foster,Female,Radiology,MBBS,11,11,15,715,True
635,DOC0635,Perry,Pearson,Dr. Perry Pearson,Female,Gastroenterology,MD,6,16,5,302,True
636,DOC0636,John,Baker,Dr. John Baker,Male,Oncology,MD,6,3,9,663,True
637,DOC0637,Justin,Pollard,Dr. Justin Pollard,Female,Ophthalmology,MCh,36,10,9,232,False
638,DOC0638,Jennifer,Winters,Dr. Jennifer Winters,Male,Endocrinology,MCh,39,1,7,229,True
639,DOC0639,Daniel,Morales,Dr. Daniel Morales,Male,Orthopedics,MS,16,10,9,783,True
640,DOC0640,Sophia,Santos,Dr. Sophia Santos,Female,Pulmonology,FACC,8,5,9,59,True
641,DOC0641,Rachael,Holloway,Dr. Rachael Holloway,Female,Gastroenterology,MS,17,19,2,314,True
642,DOC0642,Lindsay,Gallegos,Dr. Lindsay Gallegos,Male,Pediatrics,PhD,6,6,11,522,True
643,DOC0643,Kathleen,Perry,Dr. Kathleen Perry,Male,Orthopedics,MCh,22,5,2,360,True
644,DOC0644,Teresa,Bishop,Dr. Teresa Bishop,Male,Psychiatry,DM,25,1,7,683,True
645,DOC0645,Matthew,Donaldson,Dr. Matthew Donaldson,Female,Emergency,MRCP,39,3,6,238,True
646,DOC0646,Chad,Sullivan,Dr. Chad Sullivan,Male,Gastroenterology,FACC,13,5,7,464,True
647,DOC0647,Linda,Hall,Dr. Linda Hall,Male,Pediatrics,MBBS,8,5,2,143,True
648,DOC0648,Kevin,Morris,Dr. Kevin Morris,Non-binary,Nephrology,MCh,6,15,11,208,True
649,DOC0649,Robert,Turner,Dr. Robert Turner,Male,Cardiology,MD,15,18,7,180,True
650,DOC0650,John,Murphy,Dr. John Murphy,Female,Pathology,MCh,24,18,1,606,True
651,DOC0651,Angela,Spencer,Dr. Angela Spencer,Male,Gastroenterology,DO,3,20,1,202,True
652,DOC0652,Juan,Hill,Dr. Juan Hill,Female,Obstetrics,MCh,30,18,9,552,True
653,DOC0653,Lance,Parsons,Dr. Lance Parsons,Male,Urology,DM,18,10,10,309,True
654,DOC0654,Patricia,Kennedy,Dr. Patricia Kennedy,Male,Oncology,DM,31,8,9,473,True
655,DOC0655,Tonya,Christensen,Dr. Tonya Christensen,Male,Obstetrics,MS,19,13,11,705,False
656,DOC0656,Amber,Holloway,Dr. Amber Holloway,Female,Psychiatry,DM,7,7,12,697,False
657,DOC0657,Miguel,Fernandez,Dr. Miguel Fernandez,Female,Radiology,DM,1,13,14,58,True
658,DOC0658,Matthew,Thomas,Dr. Matthew Thomas,Male,Oncology,DO,22,20,15,638,True
659,DOC0659,Aaron,Smith,Dr. Aaron Smith,Male,Ophthalmology,MBBS,22,4,14,766,True
660,DOC0660,Dale,King,Dr. Dale King,Female,Psychiatry,MBBS,32,16,12,550,True
661,DOC0661,John,Webster,Dr. John Webster,Male,Nephrology,PhD,35,19,7,190,True
662,DOC0662,Karen,Smith,Dr. Karen Smith,Male,Psychiatry,DO,7,11,8,548,True
663,DOC0663,Teresa,Wheeler,Dr. Teresa Wheeler,Female,Psychiatry,MS,13,8,10,527,True
664,DOC0664,Shawn,Michael,Dr. Shawn Michael,Male,Endocrinology,MS,9,6,3,546,False
665,DOC0665,Olivia,Erickson,Dr. Olivia Erickson,Male,Gastroenterology,DO,5,4,11,371,True
666,DOC0666,Angelica,Kramer,Dr. Angelica Kramer,Male,Cardiology,DM,1,7,9,443,True
667,DOC0667,Robert,Lawrence,Dr. Robert Lawrence,Male,Pulmonology,FRCS,4,15,8,538,True
668,DOC0668,Kelly,Holloway,Dr. Kelly Holloway,Male,Emergency,MD,21,11,13,397,True
669,DOC0669,Joseph,Jones,Dr. Joseph Jones,Female,Psychiatry,MD,6,5,11,630,True
670,DOC0670,Brittany,Garcia,Dr. Brittany Garcia,Female,Dermatology,PhD,8,11,14,582,True
671,DOC0671,Jason,Cook,Dr. Jason Cook,Male,Rheumatology,DM,5,17,15,277,True
672,DOC0672,Tracy,Moody,Dr. Tracy Moody,Female,Pulmonology,FRCS,29,1,13,507,True
673,DOC0673,Martha,Peterson,Dr. Martha Peterson,Male,Pulmonology,PhD,25,1,5,617,True
674,DOC0674,Nancy,Anderson,Dr. Nancy Anderson,Female,Rheumatology,DM,38,20,3,417,True
675,DOC0675,Steven,Sheppard,Dr. Steven Sheppard,Male,Dermatology,MD,5,15,5,586,True
676,DOC0676,Robert,Black,Dr. Robert Black,Female,Pathology,MD,9,12,11,144,True
677,DOC0677,Jennifer,Landry,Dr. Jennifer Landry,Male,Pathology,FRCS,18,19,13,339,True
678,DOC0678,Kayla,Avery,Dr. Kayla Avery,Male,ENT,MS,26,12,14,576,True
679,DOC0679,Mark,Cooper,Dr. Mark Cooper,Male,Psychiatry,PhD,6,11,11,721,True
680,DOC0680,Maria,Smith,Dr. Maria Smith,Male,Oncology,MRCP,9,5,11,534,True
681,DOC0681,Jeffrey,Mcneil,Dr. Jeffrey Mcneil,Male,Dermatology,MRCP,17,17,15,547,True
682,DOC0682,Mark,Harvey,Dr. Mark Harvey,Female,Pathology,MS,1,16,11,306,True
683,DOC0683,Nathaniel,Cooper,Dr. Nathaniel Cooper,Female,Urology,MD,16,6,3,575,True
684,DOC0684,Samantha,Baker,Dr. Samantha Baker,Male,Neurology,FRCS,30,15,8,317,True
685,DOC0685,Tracey,Garcia,Dr. Tracey Garcia,Female,Endocrinology,DO,21,15,6,89,True
686,DOC0686,Taylor,Marshall,Dr. Taylor Marshall,Female,Endocrinology,DM,17,2,10,235,True
687,DOC0687,Ashley,Ramos,Dr. Ashley Ramos,Female,Pediatrics,PhD,20,4,10,508,True
688,DOC0688,Tina,Hall,Dr. Tina Hall,Female,Oncology,MD,37,12,5,771,True
689,DOC0689,Kenneth,Nguyen,Dr. Kenneth Nguyen,Female,Urology,FRCS,21,13,5,421,True
690,DOC0690,Brian,Cooper,Dr. Brian Cooper,Male,Emergency,FRCS,21,14,2,695,True
691,DOC0691,Thomas,Maddox,Dr. Thomas Maddox,Female,Rheumatology,MS,37,8,5,633,True
692,DOC0692,Barbara,Perez,Dr. Barbara Perez,Female,Psychiatry,MCh,7,17,13,470,True
693,DOC0693,Eric,Baker,Dr. Eric Baker,Male,ICU,DM,4,9,10,653,True
694,DOC0694,Sandra,Pearson,Dr. Sandra Pearson,Male,Gastroenterology,MBBS,18,5,15,351,True
695,DOC0695,Nicole,Morales,Dr. Nicole Morales,Male,Rheumatology,MD,13,3,14,382,True
696,DOC0696,Steven,Sparks,Dr. Steven Sparks,Female,Cardiology,FACC,8,18,13,602,True
697,DOC0697,Joshua,Anderson,Dr. Joshua Anderson,Male,Emergency,MCh,5,15,3,529,True
698,DOC0698,Emily,Pollard,Dr. Emily Pollard,Female,Cardiology,MD,35,10,6,445,True
699,DOC0699,Steven,Hernandez,Dr. Steven Hernandez,Female,Nephrology,MBBS,24,5,1,374,True
700,DOC0700,Michelle,Chapman,Dr. Michelle Chapman,Non-binary,Gastroenterology,DM,27,2,2,781,True
701,DOC0701,Melissa,Mccoy,Dr. Melissa Mccoy,Male,Emergency,FACC,5,4,4,99,True
702,DOC0702,David,Foster,Dr. David Foster,Female,Radiology,DM,14,3,5,91,True
703,DOC0703,Roy,Buchanan,Dr. Roy Buchanan,Female,Urology,FACC,25,11,1,409,True
704,DOC0704,Carl,Taylor,Dr. Carl Taylor,Male,Oncology,MCh,21,4,13,75,True
705,DOC0705,Frances,Holland,Dr. Frances Holland,Female,Gastroenterology,FRCS,28,3,8,305,True
706,DOC0706,Frances,Holland,Dr. Frances Holland,Male,Urology,FRCS,27,6,10,476,True
707,DOC0707,Lindsay,Price,Dr. Lindsay Price,Female,Pediatrics,MBBS,17,14,10,353,True
708,DOC0708,Dawn,Bates,Dr. Dawn Bates,Male,Pediatrics,MBBS,31,10,15,202,True
709,DOC0709,Jennifer,Heath,Dr. Jennifer Heath,Male,Pathology,FACC,11,4,3,263,True
710,DOC0710,Natalie,Ramos,Dr. Natalie Ramos,Male,Pulmonology,FACC,4,15,6,503,True
711,DOC0711,Larry,Mendoza,Dr. Larry Mendoza,Male,Emergency,MD,36,10,5,763,True
712,DOC0712,Michelle,Hodges,Dr. Michelle Hodges,Male,Pathology,DO,1,4,9,636,True
713,DOC0713,Stacie,Phillips,Dr. Stacie Phillips,Female,Gastroenterology,FACC,12,14,8,460,True
714,DOC0714,Nicole,Carlson,Dr. Nicole Carlson,Male,Oncology,FACC,5,20,12,153,True
715,DOC0715,Lindsey,Parsons,Dr. Lindsey Parsons,Male,Pulmonology,MS,10,11,9,231,False
716,DOC0716,Kayla,Snyder,Dr. Kayla Snyder,Female,Orthopedics,MRCP,16,4,4,380,True
717,DOC0717,Thomas,Pitts,Dr. Thomas Pitts,Female,Orthopedics,DO,6,7,9,235,True
718,DOC0718,Julie,Raymond,Dr. Julie Raymond,Male,Pediatrics,FACC,19,12,15,566,True
719,DOC0719,Angela,Hall,Dr. Angela Hall,Female,Emergency,MD,37,20,9,324,True
720,DOC0720,Michelle,Russell,Dr. Michelle Russell,Male,Cardiology,DO,6,19,9,675,True
721,DOC0721,Miguel,Mitchell,Dr. Miguel Mitchell,Female,ICU,MBBS,37,19,3,251,True
722,DOC0722,Stephanie,Buchanan,Dr. Stephanie Buchanan,Male,Radiology,DM,17,17,1,422,True
723,DOC0723,Teresa,Murphy,Dr. Teresa Murphy,Female,Ophthalmology,MBBS,24,12,4,585,True
724,DOC0724,David,Good,Dr. David Good,Non-binary,Rheumatology,MCh,18,13,1,204,False
725,DOC0725,Perry,Ramirez,Dr. Perry Ramirez,Female,Ophthalmology,MRCP,13,15,7,621,True
726,DOC0726,Emma,Snow,Dr. Emma Snow,Female,Ophthalmology,DO,5,15,14,489,True
727,DOC0727,Jennifer,Gonzales,Dr. Jennifer Gonzales,Female,Orthopedics,DM,24,13,7,535,True
728,DOC0728,Robert,Lawrence,Dr. Robert Lawrence,Male,Pathology,MCh,36,3,10,390,True
729,DOC0729,Joseph,Medina,Dr. Joseph Medina,Female,Endocrinology,DM,21,18,13,751,True
730,DOC0730,Ashley,Wilson,Dr. Ashley Wilson,Female,Pulmonology,FRCS,24,1,12,628,True
731,DOC0731,Jason,Hall,Dr. Jason Hall,Non-binary,Cardiology,MS,26,9,10,194,True
732,DOC0732,Nathaniel,Baker,Dr. Nathaniel Baker,Male,Pulmonology,MBBS,16,9,12,466,True
733,DOC0733,Eric,Baker,Dr. Eric Baker,Male,Ophthalmology,PhD,5,20,5,727,True
734,DOC0734,William,Avery,Dr. William Avery,Female,Ophthalmology,MRCP,20,2,7,259,True
735,DOC0735,Scott,Jenkins,Dr. Scott Jenkins,Male,Pathology,MCh,34,10,6,452,True
736,DOC0736,Angela,Hines,Dr. Angela Hines,Male,Pediatrics,MS,13,8,12,615,True
737,DOC0737,Francisco,Marshall,Dr. Francisco Marshall,Male,Radiology,MBBS,34,2,7,254,True
738,DOC0738,Patrick,Spencer,Dr. Patrick Spencer,Female,Emergency,FACC,34,5,15,438,True
739,DOC0739,Sandra,Fernandez,Dr. Sandra Fernandez,Male,Radiology,FRCS,10,9,3,464,True
740,DOC0740,Bradley,Martinez,Dr. Bradley Martinez,Male,Radiology,MD,23,19,3,183,True
741,DOC0741,Paul,Thompson,Dr. Paul Thompson,Male,Dermatology,MBBS,30,8,11,183,True
742,DOC0742,Sophia,Kerr,Dr. Sophia Kerr,Female,Cardiology,MD,20,18,12,472,True
743,DOC0743,Pamela,Lozano,Dr. Pamela Lozano,Female,Emergency,DM,28,15,11,184,True
744,DOC0744,Tricia,Gillespie,Dr. Tricia Gillespie,Male,Radiology,MRCP,36,17,5,761,True
745,DOC0745,Todd,Hines,Dr. Todd Hines,Male,Oncology,MD,25,18,1,442,True
746,DOC0746,Kayla,Rodgers,Dr. Kayla Rodgers,Female,ENT,MRCP,33,15,5,579,True
747,DOC0747,Douglas,Harris,Dr. Douglas Harris,Male,Nephrology,MBBS,32,15,7,347,True
748,DOC0748,Hannah,Michael,Dr. Hannah Michael,Female,Rheumatology,FRCS,32,4,7,274,True
749,DOC0749,Steven,Vaughn,Dr. Steven Vaughn,Male,Pulmonology,MS,34,15,14,414,True
750,DOC0750,Daniel,Mendoza,Dr. Daniel Mendoza,Female,Orthopedics,FACC,9,1,13,583,True
751,DOC0751,Erin,Vaughn,Dr. Erin Vaughn,Male,Rheumatology,MCh,1,15,12,348,False
752,DOC0752,Donna,Pitts,Dr. Donna Pitts,Female,Dermatology,MS,6,14,1,261,True
753,DOC0753,Elizabeth,Shea,Dr. Elizabeth Shea,Male,Nephrology,MS,10,16,2,157,True
754,DOC0754,Larry,Rush,Dr. Larry Rush,Female,Pathology,MRCP,27,13,7,457,True
755,DOC0755,Dylan,Allen,Dr. Dylan Allen,Non-binary,Dermatology,MCh,20,8,10,559,True
756,DOC0756,Tonya,Mcintyre,Dr. Tonya Mcintyre,Female,Dermatology,DM,19,8,11,444,True
757,DOC0757,Bobby,Estrada,Dr. Bobby Estrada,Male,Emergency,FRCS,1,12,5,241,True
758,DOC0758,Donald,Johnson,Dr. Donald Johnson,Male,Pulmonology,PhD,27,10,2,235,True
759,DOC0759,Devon,Rhodes,Dr. Devon Rhodes,Female,Endocrinology,DO,15,7,5,332,True
760,DOC0760,Michael,King,Dr. Michael King,Female,Cardiology,MCh,30,10,12,310,True
761,DOC0761,Frances,Grimes,Dr. Frances Grimes,Male,Orthopedics,MBBS,5,11,15,202,True
762,DOC0762,Jennifer,Sanders,Dr. Jennifer Sanders,Male,Ophthalmology,MBBS,12,5,15,756,True
763,DOC0763,Jean,Price,Dr. Jean Price,Male,Pulmonology,MBBS,3,13,9,297,True
764,DOC0764,Paul,Padilla,Dr. Paul Padilla,Female,ICU,PhD,12,7,2,237,True
765,DOC0765,Matthew,Jimenez,Dr. Matthew Jimenez,Female,Urology,PhD,37,6,15,504,True
766,DOC0766,Donna,Watson,Dr. Donna Watson,Female,Nephrology,FRCS,20,9,3,650,True
767,DOC0767,Amanda,Johnson,Dr. Amanda Johnson,Female,ENT,MRCP,18,3,5,398,True
768,DOC0768,Amanda,Carlson,Dr. Amanda Carlson,Male,Nephrology,MD,11,13,15,550,True
769,DOC0769,Ashley,Cooper,Dr. Ashley Cooper,Male,Radiology,FACC,11,15,8,121,True
770,DOC0770,Taylor,Smith,Dr. Taylor Smith,Male,Gastroenterology,FACC,27,20,3,449,True
771,DOC0771,Samantha,Smith,Dr. Samantha Smith,Female,Pediatrics,DO,39,6,8,99,True
772,DOC0772,Allison,Beard,Dr. Allison Beard,Male,Radiology,PhD,30,11,2,153,True
773,DOC0773,Christopher,Kennedy,Dr. Christopher Kennedy,Male,Nephrology,MD,29,11,5,493,True
774,DOC0774,Larry,Grant,Dr. Larry Grant,Male,Orthopedics,MD,19,15,15,203,True
775,DOC0775,Kerri,Smith,Dr. Kerri Smith,Male,Nephrology,MBBS,4,13,5,77,True
776,DOC0776,Matthew,Mccoy,Dr. Matthew Mccoy,Female,Pulmonology,DO,29,17,14,184,True
777,DOC0777,Gregory,Jackson,Dr. Gregory Jackson,Male,Radiology,MCh,32,18,9,629,True
778,DOC0778,Karina,Schroeder,Dr. Karina Schroeder,Male,Cardiology,MD,20,3,10,490,True
779,DOC0779,Robert,Wilson,Dr. Robert Wilson,Female,Endocrinology,MD,4,8,11,336,True
780,DOC0780,Lindsay,Garcia,Dr. Lindsay Garcia,Male,Ophthalmology,MBBS,28,14,9,780,True
781,DOC0781,Jessica,Fernandez,Dr. Jessica Fernandez,Male,Endocrinology,DO,36,11,1,339,True
782,DOC0782,Samantha,Shaw,Dr. Samantha Shaw,Male,Obstetrics,DO,9,10,14,707,True
783,DOC0783,Joseph,Wood,Dr. Joseph Wood,Female,Nephrology,DO,7,4,8,308,True
784,DOC0784,Samantha,Mcneil,Dr. Samantha Mcneil,Male,Obstetrics,MD,29,12,10,68,True
785,DOC0785,Clinton,Williams,Dr. Clinton Williams,Female,Pathology,MBBS,13,15,9,132,True
786,DOC0786,Billy,Raymond,Dr. Billy Raymond,Female,Radiology,MD,28,1,10,255,True
787,DOC0787,Lauren,Padilla,Dr. Lauren Padilla,Female,Pediatrics,FRCS,28,12,6,189,True
788,DOC0788,Karen,Powell,Dr. Karen Powell,Male,ICU,FRCS,11,19,13,167,True
789,DOC0789,Casey,Little,Dr. Casey Little,Female,Nephrology,MS,2,12,4,337,True
